ORDER_ID	CLASS	B_EMAIL	B_TELEFON	B_BIRTHDATE	FLAG_LRIDENTISCH	FLAG_NEWSLETTER	Z_METHODE	Z_CARD_ART	Z_CARD_VALID	Z_LAST_NAME	VALUE_ORDER	WEEKDAY_ORDER	TIME_ORDER	AMOUNT_ORDER	ANUMMER_01	ANUMMER_02	ANUMMER_03	ANUMMER_04	ANUMMER_05	ANUMMER_06	ANUMMER_07	ANUMMER_08	ANUMMER_09	ANUMMER_10	CHK_LADR	CHK_RADR	CHK_KTO	CHK_CARD	CHK_COOKIE	CHK_IP	FAIL_LPLZ	FAIL_LORT	FAIL_LPLZORTMATCH	FAIL_RPLZ	FAIL_RORT	FAIL_RPLZORTMATCH	SESSION_TIME	NEUKUNDE	AMOUNT_ORDER_PRE	VALUE_ORDER_PRE	DATE_LORDER	MAHN_AKT	MAHN_HOECHST
49731	no	no	no	1/4/1969	yes	no	check	?	5.2005	?	55.4	Sunday	15:12	2	406685	402845	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	17.75	9/17/2001	0	0
49732	no	yes	no	11/16/1969	yes	no	check	?	1.2005	?	10.8	Monday	3:13	1	302133	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	yes	0	0	?	?	?
49734	no	yes	no	2/7/1976	yes	no	check	?	11.2006	?	17.8	Wednesday	7:30	1	402243	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49735	no	yes	no	2/2/1967	no	no	debit_card	debit_card	6.2006	yes	9.99	Wednesday	0:57	1	406929	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	1	15.67	4/22/2002	1	1
49738	no	no	no	3/16/1966	yes	no	check	?	8.2007	?	17.99	Sunday	16:24	1	206590	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49740	no	yes	yes	10/31/1983	no	no	credit_card	Visa	4.2007	yes	64.5	Friday	15:09	1	209006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	17.92	5/3/2003	1	1
49742	no	yes	no	8/18/1954	no	no	credit_card	Eurocard	1.2007	yes	98	Saturday	6:29	3	202133	102611	106284	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
49743	no	yes	no	1/29/1975	yes	no	check	?	1.2007	?	68.4	Sunday	18:17	1	205284	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
49744	no	yes	no	6/8/1975	no	no	credit_card	Eurocard	12.2007	yes	54.69	Wednesday	9:20	3	406859	204645	409053	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	89.1	12/22/2004	0	0
49746	no	yes	yes	5/6/1980	yes	no	debit_note	?	8.2005	yes	16	Wednesday	15:39	1	402496	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49749	no	yes	yes	?	yes	no	debit_note	?	1.2006	yes	39.5	Sunday	7:52	1	309121	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	3	46.77	10/1/2001	0	0
49751	no	yes	no	8/6/1973	yes	no	check	?	2.2006	?	19.99	Monday	12:51	1	402697	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	2	224.86	7/12/2001	0	0
49753	no	no	no	3/7/1972	yes	no	check	?	2.2005	?	8.5	Saturday	16:08	1	408889	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	59.18	1/3/2004	0	0
49760	no	yes	no	5/21/1978	no	yes	debit_note	?	6.2005	yes	51	Tuesday	6:11	1	308777	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	10	no	2	220.92	4/17/2001	0	0
49761	no	no	no	7/9/1967	yes	no	check	?	11.2007	?	5.2	Saturday	22:40	1	204921	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	6.07	12/29/2003	1	1
49762	no	no	no	8/13/1970	yes	no	debit_card	debit_card	10.2005	yes	19.99	Sunday	0:00	1	402246	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	0	0	?	?	?
49763	no	yes	no	5/5/1971	yes	no	check	?	11.2007	?	22.95	Saturday	9:39	1	201511	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	14.53	10/18/2004	0	2
49765	no	yes	no	6/10/1975	no	no	debit_note	?	4.2007	yes	17.8	Wednesday	21:21	1	204792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	237.01	4/29/2004	0	0
49766	no	yes	no	2/23/1940	no	yes	credit_card	Eurocard	12.2007	yes	17.8	Tuesday	22:33	1	307699	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49767	no	yes	no	8/24/1970	no	no	credit_card	Visa	8.2007	yes	16	Friday	10:42	1	404159	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	2	233.76	6/27/2004	0	0
49768	no	yes	no	10/4/1975	no	no	debit_note	?	11.2007	yes	51	Wednesday	11:26	1	507610	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
49830	no	yes	no	12/6/1977	no	no	debit_card	debit_card	3.2007	yes	29.99	Monday	13:56	1	407741	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	0	0	?	?	?
49831	no	yes	no	10/28/1979	no	no	credit_card	Eurocard	3.2006	yes	83.8	Tuesday	15:16	2	402993	103397	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49832	no	yes	no	8/30/1977	no	no	credit_card	Eurocard	10.2006	yes	19.99	Wednesday	22:32	1	204341	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49835	no	yes	no	3/27/1960	no	no	credit_card	Visa	10.2005	yes	8.5	Tuesday	19:41	1	401402	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49837	no	no	yes	4/4/1974	no	no	credit_card	Eurocard	8.2005	yes	9.99	Wednesday	3:09	1	508801	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	86.97	2/24/2001	0	0
49839	yes	yes	no	11/26/1965	no	no	credit_card	Visa	9.2006	yes	41	Friday	16:40	2	407934	404371	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
49840	no	yes	no	3/20/1973	yes	no	check	?	12.2006	?	34.5	Wednesday	11:53	1	405874	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49842	no	yes	no	2/23/1962	yes	yes	credit_card	Eurocard	4.2007	yes	41	Sunday	12:01	1	309500	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	18	no	1	68.06	3/23/2001	1	1
49843	no	no	yes	8/12/1963	yes	no	credit_card	Visa	2.2006	yes	18.2	Saturday	4:53	1	408143	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	20	no	1	32.95	2/5/2004	0	0
49844	no	yes	no	1/24/1981	no	yes	credit_card	Eurocard	4.2005	yes	12.8	Saturday	13:47	1	405555	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	2	163.44	8/18/2004	0	1
49845	no	yes	no	11/12/1965	yes	no	check	?	8.2007	?	18	Friday	2:30	1	107570	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	15	no	1	25.99	6/6/2001	0	0
49846	no	yes	no	?	yes	yes	check	?	11.2006	?	9.8	Thursday	0:48	1	405378	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49849	no	yes	no	?	no	no	credit_card	Eurocard	12.2005	yes	17.8	Sunday	21:32	1	203397	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49852	no	yes	yes	?	yes	no	check	?	2.2007	?	31.9	Saturday	10:55	1	409015	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	12	no	1	7.13	4/29/2003	0	0
49853	no	no	yes	2/19/1967	yes	no	check	?	5.2007	?	33.5	Wednesday	12:14	2	401223	407934	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49854	yes	no	yes	5/19/1978	yes	no	check	?	5.2007	?	75.3	Tuesday	7:33	2	401648	508889	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	32.31	8/24/2003	0	0
49856	no	yes	no	9/1/1973	yes	no	credit_card	Eurocard	7.2005	yes	12.8	Saturday	5:21	1	202454	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	35.85	3/12/2001	1	2
49859	no	yes	yes	1/11/1955	yes	no	credit_card	Visa	3.2007	yes	34.5	Sunday	9:42	1	506590	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49860	no	no	no	?	no	no	credit_card	Eurocard	4.2005	yes	68.4	Friday	14:03	1	408289	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	9	no	2	21.28	3/28/2002	0	0
49861	yes	yes	no	7/24/1971	no	yes	credit_card	Eurocard	8.2006	yes	9.8	Thursday	15:35	1	201967	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49863	no	yes	no	8/9/1978	yes	no	check	?	9.2007	?	34.5	Wednesday	18:44	1	504935	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
49864	no	yes	yes	10/8/1971	no	no	credit_card	Eurocard	8.2006	yes	121.5	Thursday	7:23	3	600124	201216	306821	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	yes	0	0	?	?	?
49866	yes	yes	no	12/2/1959	no	no	credit_card	Eurocard	7.2005	yes	34.5	Monday	9:09	1	409006	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	5.93	3/27/2002	1	1
49869	yes	yes	no	6/29/1982	yes	no	credit_card	Eurocard	3.2007	yes	199.45	Thursday	12:59	5	406310	106310	409782	109121	308997	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49873	no	yes	no	9/18/1976	yes	no	check	?	6.2007	?	18	Friday	0:31	1	200035	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	17.7	6/1/2001	0	0
49874	no	yes	no	3/29/1958	yes	no	check	?	8.2005	?	29.99	Saturday	6:44	1	100214	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	53.41	9/28/2004	0	1
49876	no	yes	no	3/8/1983	yes	no	check	?	12.2007	?	44	Wednesday	13:57	1	405958	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	yes	0	0	?	?	?
49877	yes	no	yes	?	no	no	credit_card	Visa	3.2007	yes	76.49	Sunday	18:01	2	404258	504765	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
49878	no	yes	no	4/19/1963	yes	no	check	?	7.2006	?	57.8	Sunday	2:02	1	109725	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	2	14.72	10/4/2003	1	1
49880	no	yes	no	6/20/1981	no	no	debit_card	debit_card	11.2006	yes	54.5	Saturday	9:11	1	402677	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	112.05	5/2/2003	0	0
49881	no	yes	no	?	yes	no	check	?	2.2006	?	10.8	Monday	8:58	1	508889	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
49882	no	yes	no	6/11/1985	yes	no	check	?	6.2007	?	34.5	Sunday	3:29	1	101856	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49884	no	no	no	5/5/1982	no	no	credit_card	Visa	11.2005	yes	64.49	Thursday	11:40	2	206398	502133	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49885	no	yes	no	3/23/1970	yes	no	check	?	12.2005	?	45.4	Saturday	6:13	2	507046	404935	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
49886	no	no	no	5/3/1961	yes	no	check	?	10.2005	?	54.5	Friday	4:08	1	201371	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	29.76	8/6/2004	0	0
49359	no	no	no	9/4/1968	yes	no	check	?	5.2007	?	17.8	Monday	4:03	1	203397	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	yes	no	no	no	5	no	3	95.37	12/13/2000	0	0
49360	no	yes	no	7/30/1965	yes	no	check	?	2.2007	?	86.29	Friday	7:46	3	402246	400953	402123	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	223.09	9/2/2001	0	0
49361	no	yes	no	12/26/1981	yes	no	credit_card	Visa	11.2006	yes	17.99	Thursday	12:12	1	207046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	127.73	1/25/2002	0	0
49362	no	yes	no	9/29/1966	yes	no	check	?	5.2007	?	95.5	Wednesday	10:58	2	400072	402278	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
49369	no	yes	yes	?	yes	no	check	?	4.2006	?	68	Friday	5:23	3	504792	509500	108500	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	no	1	11.37	7/15/2001	0	0
49370	no	yes	no	9/18/1986	yes	no	credit_card	Eurocard	12.2007	yes	122.9	Wednesday	7:55	2	100124	207610	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	2	192.96	12/7/2002	0	0
49371	no	yes	no	12/30/1976	yes	no	check	?	2.2007	?	54.5	Saturday	20:54	1	401893	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	no	1	10.6	11/1/2001	1	1
49372	no	yes	no	8/28/1981	yes	no	check	?	7.2005	?	29.5	Wednesday	14:39	1	407364	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49373	no	yes	no	9/13/1961	no	no	credit_card	Eurocard	12.2005	yes	12.6	Sunday	6:07	1	402294	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	12.41	7/21/2002	0	0
49374	no	yes	yes	3/1/1964	no	no	debit_note	?	4.2007	yes	54.5	Wednesday	19:26	1	206774	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	62.7	4/20/2003	0	0
49375	yes	no	no	12/10/1985	yes	no	check	?	12.2005	?	68.4	Saturday	20:57	1	401285	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	yes	0	0	?	?	?
49376	no	yes	yes	7/30/1968	yes	no	check	?	12.2005	?	26	Sunday	15:39	1	204258	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
49378	no	yes	no	10/3/1961	yes	no	debit_card	debit_card	3.2006	yes	23.2	Sunday	14:53	2	407223	502611	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	0	0	?	?	?
49379	no	yes	no	9/6/1972	no	no	credit_card	Eurocard	10.2007	yes	98.9	Monday	11:44	5	209725	303950	207317	409725	307344	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	4	no	1	74.38	1/7/2003	0	0
49380	no	no	no	1/31/1966	yes	no	check	?	10.2005	?	43.5	Saturday	1:23	1	406774	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	no	1	103.77	11/23/2004	0	0
49383	no	yes	no	12/23/1950	yes	no	debit_note	?	3.2005	yes	123.6	Saturday	4:49	4	402734	200953	202089	109725	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
49384	no	no	no	4/30/1981	yes	no	credit_card	Visa	4.2005	no	54.5	Thursday	4:54	1	206774	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	21.19	12/12/2004	0	0
49385	no	yes	no	3/24/1980	no	no	credit_card	Visa	5.2006	yes	173.7	Sunday	0:15	4	206504	402090	403772	102133	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	yes	0	0	?	?	?
49387	no	yes	no	1/10/1976	no	no	credit_card	Visa	7.2006	yes	28.49	Saturday	20:40	2	504258	105958	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	13.14	4/18/2004	0	2
49388	no	no	yes	1/15/1962	yes	no	check	?	3.2006	?	54.5	Saturday	1:18	1	407416	?	?	?	?	?	?	?	?	?	no	yes	no	no	no	no	no	no	no	no	no	no	11	no	1	48.36	10/30/2003	0	0
49389	no	yes	no	9/4/1960	yes	no	check	?	10.2006	?	41	Tuesday	5:16	1	503776	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	2	no	1	56.6	7/17/2003	0	0
49390	no	yes	no	2/28/1967	yes	no	credit_card	Eurocard	10.2007	yes	95.5	Wednesday	6:49	2	307359	300767	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	3	no	2	51.24	7/18/2001	0	0
49391	no	yes	no	8/25/1965	yes	no	check	?	9.2006	?	73.8	Saturday	15:02	2	405767	507046	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
49392	no	yes	no	?	yes	no	check	?	7.2005	?	5.2	Wednesday	12:42	1	502611	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	94.96	1/7/2002	0	0
49393	no	yes	no	12/3/1960	yes	no	check	?	3.2005	?	32.8	Saturday	12:49	1	208500	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	yes	0	0	?	?	?
49397	no	no	no	6/29/1963	yes	no	debit_card	debit_card	3.2006	yes	42.8	Monday	19:59	1	202469	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	yes	no	no	no	no	15	no	0	0	?	?	?
49400	no	yes	no	1/7/1978	no	no	credit_card	Visa	5.2006	no	6.5	Wednesday	22:26	1	505555	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	58.95	2/28/2001	0	0
49401	no	yes	no	6/7/1985	yes	no	credit_card	Eurocard	10.2005	yes	42.8	Saturday	15:27	1	504485	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49402	no	yes	no	4/12/1950	yes	no	check	?	3.2007	?	57.8	Wednesday	13:35	1	104077	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49403	no	yes	no	?	yes	no	credit_card	Visa	5.2007	yes	69.5	Saturday	22:47	2	409053	103397	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	yes	0	0	?	?	?
49404	no	yes	no	6/20/1984	yes	no	check	?	6.2007	?	10.8	Wednesday	5:08	1	302133	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	yes	0	0	?	?	?
49406	no	yes	no	3/29/1975	no	no	credit_card	Amex	12.2007	yes	43.5	Saturday	20:26	1	403203	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	6	no	1	44.26	7/1/2003	1	1
49409	no	yes	no	11/7/1984	no	no	credit_card	Visa	12.2007	yes	83.57	Sunday	11:28	5	102090	203639	206590	104341	307699	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	7.93	1/6/2001	0	0
49411	no	yes	no	10/17/1981	yes	no	check	?	6.2005	?	40.94	Saturday	11:42	2	204645	205685	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	4	145.36	3/1/2004	0	0
49414	no	no	no	?	yes	no	check	?	4.2006	?	91.9	Thursday	22:45	2	402224	401796	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	2	100.78	7/31/2004	0	0
49417	yes	yes	no	3/26/1962	no	no	credit_card	Eurocard	5.2007	yes	12.6	Monday	5:21	1	407162	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	yes	0	0	?	?	?
49418	no	no	no	5/29/1955	yes	no	credit_card	Visa	8.2005	yes	52	Friday	7:09	1	409725	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	7	yes	0	0	?	?	?
49419	no	yes	no	1/4/1967	yes	no	check	?	5.2005	?	29.5	Monday	21:43	1	104792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	131.88	1/7/2003	0	0
49420	no	yes	no	?	no	no	debit_note	?	10.2006	yes	72.3	Tuesday	0:56	2	401893	203397	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	10	yes	0	0	?	?	?
49421	no	yes	no	8/23/1973	yes	yes	check	?	2.2006	?	29.5	Thursday	18:56	1	104792	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	10	yes	0	0	?	?	?
49422	no	yes	no	11/5/1980	no	no	debit_card	debit_card	7.2006	yes	54.5	Saturday	2:42	1	203367	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	13	no	1	123.9	3/10/2001	0	0
49424	no	no	no	6/24/1961	no	no	credit_card	Eurocard	4.2006	no	31.9	Friday	9:14	1	200925	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	yes	0	0	?	?	?
49425	no	yes	yes	8/5/1972	no	no	credit_card	Amex	5.2006	yes	58.99	Sunday	22:47	2	407022	303397	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49426	no	yes	no	?	yes	no	check	?	6.2007	?	74.6	Saturday	8:44	2	407162	609006	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49427	no	yes	no	2/27/1983	yes	no	check	?	3.2005	?	74	Tuesday	16:30	2	201856	506520	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	68.57	3/1/2003	1	1
49428	no	no	no	1/30/1962	yes	no	check	?	10.2005	?	17.99	Sunday	10:08	1	204645	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	14	no	1	62.71	7/11/2002	0	3
49430	no	yes	yes	3/10/1960	no	no	credit_card	Eurocard	6.2007	yes	19.99	Thursday	6:58	1	107255	?	?	?	?	?	?	?	?	?	no	no	no	no	yes	no	no	no	no	no	no	no	4	no	1	26.58	1/10/2001	0	1
49431	no	yes	no	3/12/1983	yes	no	check	?	5.2006	?	64.5	Sunday	8:19	1	200293	?	?	?	?	?	?	?	?	?	no	no	no	yes	no	no	no	no	no	no	no	no	3	no	2	41.32	4/28/2004	0	0
49432	no	yes	no	2/14/1971	no	no	debit_note	?	8.2007	yes	9.99	Friday	21:32	1	606310	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	2	164.18	3/6/2004	0	1
49435	no	yes	no	?	yes	no	check	?	11.2006	?	46.5	Sunday	7:32	1	206520	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	1	6.78	10/18/2003	0	2
49437	no	yes	no	4/26/1968	yes	no	credit_card	Eurocard	12.2007	yes	52	Friday	6:20	1	407610	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	11	no	1	12.1	4/26/2004	0	0
49440	no	no	yes	8/13/1977	yes	no	check	?	12.2007	?	34.5	Sunday	16:31	1	504935	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	6	no	1	23.15	5/30/2003	0	0
49441	no	yes	no	12/5/1955	yes	no	check	?	10.2007	?	69.2	Friday	11:52	2	400293	100767	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49442	no	yes	yes	8/23/1983	yes	no	check	?	10.2005	?	42.8	Sunday	3:25	1	404269	?	?	?	?	?	?	?	?	?	yes	no	no	no	no	no	no	no	no	no	no	no	13	no	1	41.12	12/11/2002	0	1
49443	no	yes	no	1/3/1967	yes	no	check	?	5.2007	?	16	Monday	21:43	1	607699	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	yes	6	no	1	45.95	12/15/2004	0	0
49446	no	yes	yes	9/17/1985	yes	yes	debit_card	debit_card	12.2005	yes	18.2	Sunday	20:40	1	408143	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	3	no	0	0	?	?	?
49449	no	no	no	?	yes	no	check	?	10.2007	?	18.2	Wednesday	22:47	1	406859	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	1	23.99	4/19/2003	0	0
49450	no	yes	yes	12/5/1966	yes	no	check	?	3.2007	?	19.99	Wednesday	12:37	1	402697	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	5	no	1	22.19	4/7/2004	0	0
49451	no	yes	no	6/25/1976	yes	no	check	?	2.2006	?	19.99	Sunday	21:12	1	407046	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	yes	no	no	9	yes	0	0	?	?	?
49452	no	yes	no	11/6/1973	no	no	credit_card	Eurocard	11.2007	yes	6.5	Saturday	8:07	1	202681	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	9	no	1	36.58	3/10/2001	3	3
49453	no	yes	no	3/16/1967	no	no	debit_note	?	3.2006	yes	19.99	Saturday	1:19	1	302677	?	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	8	yes	0	0	?	?	?
49456	no	yes	no	?	yes	no	check	?	1.2006	?	42.7	Thursday	22:13	2	406310	409015	?	?	?	?	?	?	?	?	no	no	no	no	no	no	no	no	no	no	no	no	12	no	4	62.48	9/19/2002	0	0
